customerID,tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,TechSupport,NumServices,Churn
C10432,28,One year,Credit card,46.22,1340.64,1,3,0
C10433,57,Month-to-month,Bank transfer,67.67,3969.47,0,3,1
C10434,17,Two year,Mailed check,44.85,822.24,0,2,0
C10435,51,One year,Mailed check,110.44,5805.82,1,8,0
C10436,37,Month-to-month,Electronic check,58.47,2313.95,0,4,0
C10437,21,One year,Mailed check,63.51,1396.64,0,3,0
C10438,28,One year,Mailed check,24.41,620.98,1,4,0
C10439,46,Month-to-month,Credit card,107.92,4570.38,0,6,0
C10440,35,Two year,Bank transfer,77.02,2778.55,0,7,0
C10441,9,Month-to-month,Credit card,117.21,1023.85,0,7,0
C10442,61,Two year,Electronic check,69.19,3938.32,0,8,0
C10443,27,Month-to-month,Mailed check,54.95,1458.31,0,4,0
C10444,61,Month-to-month,Mailed check,84.02,4862.47,1,1,0
C10445,17,One year,Electronic check,108.86,1727.12,0,1,0
C10446,51,One year,Electronic check,107.61,5177.04,1,2,0
C10447,61,Month-to-month,Credit card,79.29,4515.26,0,5,0
C10448,8,Month-to-month,Credit card,31.49,253.06,0,4,0
C10449,19,One year,Mailed check,66.54,1161.4,0,2,0
C10450,69,Two year,Credit card,71.25,5110.58,1,1,0
C10451,61,One year,Credit card,53.75,3038.67,0,7,0
C10452,10,Month-to-month,Credit card,44.3,,0,1,1
C10453,26,One year,Bank transfer,59.7,1529.25,0,3,0
C10454,68,Month-to-month,Bank transfer,80.41,5372.99,1,4,0
C10455,47,One year,Credit card,43.89,2175.95,1,6,0
C10456,15,One year,Credit card,97.88,1384.35,0,2,0
C10457,70,One year,Electronic check,34.4,2563.68,0,2,0
C10458,11,Month-to-month,Mailed check,55.83,667.03,0,7,0
C10459,36,One year,Electronic check,114.46,4070.27,0,8,0
C10460,66,Month-to-month,Electronic check,97.96,6690.39,0,3,0
C10461,20,Month-to-month,Bank transfer,97.53,,1,7,1
C10462,8,Two year,Bank transfer,92.07,804.81,1,6,0
C10463,24,Month-to-month,Credit card,76.64,1805.2,1,3,1
C10464,37,Month-to-month,Electronic check,99.9,3839.86,1,5,0
C10465,31,One year,Credit card,87.52,2504.9,0,8,1
C10466,28,One year,Mailed check,99.62,2798.57,1,6,1
C10467,31,Month-to-month,Credit card,86.72,2717.65,1,2,1
C10468,27,Two year,Bank transfer,36.64,1036.19,0,8,0
C10469,33,Month-to-month,Mailed check,103.16,3594.2,1,3,1
C10470,63,One year,Electronic check,104.5,6573.41,1,6,0
C10471,35,Month-to-month,Bank transfer,58.58,2060.85,0,1,0
C10472,4,Month-to-month,Credit card,105.76,463.36,0,8,0
C10473,1,Month-to-month,Mailed check,56.7,55.13,0,6,0
C10474,33,Month-to-month,Credit card,115.77,3578.89,1,6,0
C10475,47,Month-to-month,Credit card,46.52,2396.02,0,3,0
C10476,34,Two year,Credit card,105.34,3796.48,0,3,0
C10477,1,Month-to-month,Credit card,31.72,30.45,1,8,0
C10478,50,Month-to-month,Mailed check,24.12,1287.76,1,8,0
C10479,33,Month-to-month,Bank transfer,53.1,1700.11,1,2,0
C10480,68,Month-to-month,Bank transfer,54.22,3974.27,1,8,0
C10481,18,Two year,Bank transfer,61.03,1006.07,1,2,0
C10482,37,One year,Credit card,45.67,1773.57,1,6,0
C10483,21,Month-to-month,Electronic check,30.75,702.63,0,5,0
C10484,21,Month-to-month,Electronic check,24.51,465.95,1,1,0
C10485,10,Month-to-month,Mailed check,26.6,251.6,1,5,0
C10486,16,Month-to-month,Mailed check,20.91,358.93,1,6,0
C10487,34,Month-to-month,Mailed check,116.89,4078.42,0,8,0
C10488,67,One year,Bank transfer,110.71,7869.61,1,4,0
C10489,33,Month-to-month,Electronic check,18.01,568.98,0,6,0
C10490,62,Two year,Credit card,48.56,3069.13,1,5,0
C10491,24,Month-to-month,Credit card,58.26,1490.08,0,7,1
C10492,30,Month-to-month,Bank transfer,47.04,1323.14,1,7,1
C10493,14,One year,Credit card,45.76,617.66,1,4,0
C10494,2,Month-to-month,Electronic check,46.78,97.81,0,8,1
C10495,63,Month-to-month,Credit card,49.78,3113.36,1,6,0
C10496,18,Month-to-month,Credit card,25.28,427.03,1,3,0
C10497,1,Month-to-month,Mailed check,57.25,59.97,1,4,1
C10498,12,Month-to-month,Mailed check,66.23,740.5,1,6,0
C10499,70,Month-to-month,Bank transfer,67.09,4565.2,1,4,0
C10500,14,Month-to-month,Credit card,51.1,727.52,0,5,0
C10501,5,One year,Credit card,88.22,464.99,0,6,1
C10502,43,Two year,Electronic check,24.1,958.75,0,2,0
C10503,44,Two year,Credit card,92.79,3966.95,0,7,0
C10504,62,One year,Bank transfer,73.36,4609.0,1,4,0
C10505,59,Month-to-month,Mailed check,25.03,1416.42,0,8,0
C10506,0,One year,Credit card,92.83,0.0,0,6,0
C10507,8,One year,Credit card,37.37,305.72,1,3,0
C10508,14,Month-to-month,Electronic check,22.47,338.08,0,3,1
C10509,12,Month-to-month,Credit card,85.11,994.02,1,1,0
C10510,26,One year,Electronic check,65.74,1729.07,0,6,0
C10511,47,One year,Electronic check,102.01,5019.14,1,1,0
C10512,27,Two year,Electronic check,28.32,717.15,0,7,0
C10513,22,One year,Credit card,94.1,2154.06,1,8,0
C10514,23,Month-to-month,Bank transfer,85.07,2114.11,1,6,0
C10515,47,Month-to-month,Credit card,102.27,4867.39,1,4,0
C10516,32,Month-to-month,Credit card,63.64,2128.66,1,1,0
C10517,66,Month-to-month,Bank transfer,18.67,1319.89,0,4,1
C10518,35,Two year,Mailed check,27.62,900.21,1,6,0
C10519,31,Month-to-month,Bank transfer,27.37,888.22,1,4,0
C10520,22,Month-to-month,Electronic check,78.71,1811.55,1,1,0
C10521,7,Two year,Bank transfer,53.49,406.65,1,7,0
C10522,1,One year,Credit card,23.52,23.71,0,6,1
C10523,28,Month-to-month,Credit card,117.05,3232.79,0,4,0
C10524,43,Month-to-month,Electronic check,73.91,3113.63,1,2,0
C10525,17,Month-to-month,Mailed check,67.76,1092.55,0,4,1
C10526,11,Month-to-month,Credit card,61.2,,1,4,0
C10527,39,Month-to-month,Bank transfer,80.85,3115.6,1,3,0
C10528,47,Month-to-month,Electronic check,29.46,1508.94,0,4,0
C10529,36,Month-to-month,Electronic check,49.12,1708.86,1,1,0
C10530,69,Month-to-month,Bank transfer,73.98,4978.64,0,1,0
C10531,32,Month-to-month,Bank transfer,38.47,1222.41,1,1,0
C10532,34,One year,Bank transfer,106.16,3874.67,0,5,0
C10533,48,Month-to-month,Electronic check,110.19,4957.4,1,2,0
C10534,2,Month-to-month,Bank transfer,52.02,94.02,1,3,0
C10535,38,Month-to-month,Bank transfer,100.81,,1,7,0
C10536,71,Two year,Mailed check,33.47,2180.46,1,3,0
C10537,29,Month-to-month,Mailed check,61.5,1765.37,1,6,1
C10538,69,One year,Mailed check,105.98,7210.34,1,3,0
C10539,72,Two year,Bank transfer,24.92,1728.79,0,3,0
C10540,40,Two year,Credit card,116.04,4869.6,1,8,0
C10541,35,Month-to-month,Mailed check,28.89,1064.22,0,1,0
C10542,72,One year,Mailed check,41.55,2739.99,0,6,0
C10543,60,One year,Bank transfer,36.77,2194.66,1,8,0
C10544,52,One year,Electronic check,112.39,6127.57,1,4,0
C10545,8,Month-to-month,Credit card,106.45,914.07,1,6,0
C10546,5,One year,Credit card,91.46,459.19,1,1,0
C10547,5,Two year,Mailed check,70.91,358.64,1,1,0
C10548,6,Month-to-month,Credit card,58.6,348.88,1,5,0
C10549,6,One year,Mailed check,65.29,409.18,1,2,1
C10550,69,Month-to-month,Credit card,50.99,3485.72,0,3,0
C10551,58,Month-to-month,Bank transfer,88.56,4716.51,0,2,0
C10552,10,Month-to-month,Credit card,92.14,930.68,0,7,1
C10553,42,One year,Mailed check,34.54,1528.77,0,3,0
C10554,57,Month-to-month,Mailed check,29.99,,0,4,0
C10555,63,Two year,Electronic check,80.01,4755.2,1,4,0
C10556,56,Month-to-month,Electronic check,42.96,2188.72,1,4,0
C10557,4,Month-to-month,Electronic check,86.03,373.05,1,6,1
C10558,22,Month-to-month,Bank transfer,80.33,1855.39,0,8,0
C10559,38,Month-to-month,Credit card,101.67,3703.38,1,2,1
C10560,35,Month-to-month,Credit card,71.51,2307.28,0,1,0
C10561,11,Month-to-month,Bank transfer,61.56,680.6,1,5,0
C10562,16,One year,Credit card,71.01,1206.14,1,8,0
C10563,37,Two year,Electronic check,30.06,1165.04,1,2,0
C10564,53,Month-to-month,Bank transfer,53.66,2923.96,0,1,0
C10565,8,Month-to-month,Bank transfer,96.24,745.49,0,6,0
C10566,3,Two year,Mailed check,51.71,168.04,1,8,0
C10567,61,Month-to-month,Credit card,108.99,7026.0,1,8,0
C10568,66,Month-to-month,Bank transfer,74.63,5001.83,0,4,0
C10569,45,Month-to-month,Mailed check,46.61,2300.32,0,6,0
C10570,49,Month-to-month,Electronic check,106.19,5421.68,1,6,0
C10571,30,Month-to-month,Bank transfer,40.05,1108.32,1,3,0
C10572,11,Month-to-month,Electronic check,99.5,1059.5,0,4,1
C10573,39,One year,Mailed check,96.49,3541.23,0,3,1
C10574,66,Month-to-month,Bank transfer,113.1,7415.15,0,6,1
C10575,39,Month-to-month,Bank transfer,83.16,3049.01,0,6,0
C10576,56,One year,Bank transfer,33.23,1680.47,1,2,0
C10577,26,Month-to-month,Bank transfer,45.65,1108.87,1,4,0
C10578,69,Month-to-month,Mailed check,20.96,1412.57,0,2,0
C10579,57,One year,Bank transfer,51.9,3238.56,0,2,0
C10580,16,Month-to-month,Credit card,27.92,444.09,1,8,0
C10581,33,Two year,Credit card,36.7,1199.78,1,6,0
C10582,44,Month-to-month,Mailed check,46.79,2062.03,1,3,0
C10583,13,Month-to-month,Electronic check,98.83,1308.05,1,7,1
C10584,20,Two year,Credit card,24.74,522.94,0,7,0
C10585,69,One year,Mailed check,85.59,5450.17,0,8,0
C10586,12,Two year,Mailed check,49.42,604.69,1,2,0
C10587,48,Month-to-month,Electronic check,27.23,1374.24,0,1,0
C10588,37,Month-to-month,Credit card,37.96,1424.26,1,5,0
C10589,55,One year,Bank transfer,119.01,7000.64,0,7,0
C10590,70,Two year,Electronic check,89.74,6735.66,1,2,0
C10591,50,One year,Credit card,59.42,3067.55,1,4,0
C10592,49,Two year,Bank transfer,103.68,5585.77,0,5,0
C10593,9,One year,Mailed check,91.58,902.52,1,7,0
C10594,53,Two year,Credit card,81.57,4368.21,1,7,0
C10595,23,Month-to-month,Electronic check,76.95,1738.29,0,5,0
C10596,4,One year,Bank transfer,29.54,109.7,1,2,0
C10597,35,Month-to-month,Electronic check,71.38,2484.54,0,4,0
C10598,9,One year,Bank transfer,80.53,720.26,1,1,0
C10599,42,Month-to-month,Bank transfer,47.5,2085.56,0,5,0
C10600,60,One year,Electronic check,84.94,4879.11,1,1,0
C10601,35,Month-to-month,Bank transfer,46.07,1690.31,1,1,0
C10602,19,One year,Bank transfer,100.4,1901.85,1,4,0
C10603,43,Two year,Mailed check,78.75,3557.43,0,8,0
C10604,56,One year,Mailed check,39.51,2275.51,1,1,0
C10605,21,Month-to-month,Credit card,48.74,1061.11,0,7,0
C10606,67,Two year,Electronic check,47.46,3293.34,1,7,0
C10607,5,Month-to-month,Bank transfer,115.53,558.58,1,5,1
C10608,50,Month-to-month,Mailed check,92.9,4810.1,0,6,0
C10609,1,One year,Electronic check,19.22,19.93,0,2,0
C10610,32,Month-to-month,Electronic check,81.18,2831.81,0,4,0
C10611,15,Month-to-month,Mailed check,56.35,878.33,0,2,1
C10612,9,One year,Bank transfer,96.47,809.53,1,5,1
C10613,48,Month-to-month,Electronic check,44.34,2103.02,1,3,0
C10614,50,Month-to-month,Credit card,29.06,1486.12,1,4,0
C10615,33,Month-to-month,Electronic check,25.18,750.96,1,8,0
C10616,0,Two year,Credit card,45.18,0.0,1,7,0
C10617,62,Month-to-month,Credit card,104.09,5812.49,0,4,0
C10618,61,Month-to-month,Bank transfer,52.01,2890.37,1,7,0
C10619,46,Month-to-month,Bank transfer,26.21,1241.3,1,5,0
C10620,49,One year,Bank transfer,88.98,4348.25,0,6,0
C10621,24,Month-to-month,Mailed check,20.59,483.17,0,8,0
C10622,63,Month-to-month,Credit card,116.59,7109.07,0,1,0
C10623,51,Month-to-month,Credit card,113.89,6301.89,0,4,1
C10624,2,Month-to-month,Electronic check,42.75,79.9,0,1,1
C10625,12,Month-to-month,Mailed check,103.21,1142.95,0,2,0
C10626,8,Two year,Credit card,52.41,387.48,1,6,0
C10627,41,Two year,Mailed check,95.95,3590.3,0,6,0
C10628,21,One year,Mailed check,62.74,1212.13,0,3,0
C10629,20,Month-to-month,Credit card,26.23,569.31,0,3,0
C10630,36,Month-to-month,Credit card,88.62,3279.54,0,3,0
C10631,22,One year,Electronic check,78.82,1778.15,1,2,0
C10632,0,One year,Mailed check,29.99,0.0,0,6,0
C10633,64,Month-to-month,Mailed check,46.2,3132.21,0,2,0
C10634,60,Month-to-month,Mailed check,86.35,5331.1,0,1,0
C10635,42,One year,Credit card,22.42,877.24,0,3,1
C10636,9,Two year,Credit card,78.46,663.6,1,7,0
C10637,14,Month-to-month,Electronic check,42.19,575.96,1,4,1
C10638,62,Month-to-month,Credit card,32.78,1986.56,1,3,0
C10639,45,Two year,Mailed check,52.26,2248.51,0,1,0
C10640,53,Month-to-month,Bank transfer,40.43,2266.88,1,3,0
C10641,21,One year,Mailed check,26.82,573.54,1,4,0
C10642,54,One year,Mailed check,43.28,2520.27,1,4,0
C10643,0,Month-to-month,Electronic check,22.09,0.0,1,1,1
C10644,12,Month-to-month,Mailed check,26.48,346.35,0,7,1
C10645,11,Month-to-month,Bank transfer,34.5,415.66,1,1,0
C10646,51,Month-to-month,Bank transfer,81.93,4082.23,0,2,0
C10647,37,Month-to-month,Bank transfer,89.2,3379.91,0,2,0
C10648,65,Two year,Bank transfer,108.57,6867.34,0,7,0
C10649,22,One year,Electronic check,75.2,1813.64,0,3,0
C10650,61,One year,Mailed check,94.82,5613.64,0,6,0
C10651,35,Month-to-month,Bank transfer,53.21,1851.24,1,2,0
C10652,37,Month-to-month,Bank transfer,99.59,3973.65,0,4,0
C10653,22,Month-to-month,Electronic check,29.16,666.81,1,2,0
C10654,66,Two year,Electronic check,47.9,3064.47,0,8,0
C10655,37,Month-to-month,Electronic check,106.92,3886.17,0,6,1
C10656,41,Month-to-month,Credit card,64.72,2479.31,0,5,0
C10657,36,One year,Electronic check,33.13,1301.5,1,8,0
C10658,68,Month-to-month,Mailed check,103.61,6676.16,0,3,1
C10659,16,Month-to-month,Bank transfer,36.82,645.44,0,6,1
C10660,20,Month-to-month,Electronic check,111.88,2357.77,1,8,0
C10661,19,Month-to-month,Bank transfer,84.02,1722.81,1,8,0
C10662,18,One year,Credit card,52.55,1021.61,0,8,0
C10663,39,Month-to-month,Mailed check,63.49,2255.75,0,6,0
C10664,28,One year,Bank transfer,37.96,1100.52,0,8,0
C10665,50,Month-to-month,Bank transfer,79.52,3894.54,0,6,0
C10666,49,Month-to-month,Bank transfer,53.18,2800.89,1,8,0
C10667,56,One year,Credit card,99.98,5941.17,1,3,0
C10668,53,Month-to-month,Electronic check,32.65,1899.47,1,8,0
C10669,48,Month-to-month,Credit card,83.16,3732.14,1,7,0
C10670,17,Month-to-month,Credit card,47.53,860.17,1,1,0
C10671,63,One year,Credit card,40.9,2454.4,0,3,0
C10672,60,Month-to-month,Bank transfer,60.55,3290.37,1,4,0
C10673,8,One year,Bank transfer,77.27,633.98,1,5,0
C10674,15,Month-to-month,Electronic check,104.22,1452.66,0,1,1
C10675,45,Month-to-month,Bank transfer,54.84,2364.08,1,1,0
C10676,65,Month-to-month,Mailed check,96.0,6704.81,0,6,0
C10677,38,Month-to-month,Bank transfer,27.78,952.8,1,3,0
C10678,62,Month-to-month,Mailed check,28.45,1880.87,0,4,0
C10679,67,Two year,Electronic check,60.57,4316.98,0,2,0
C10680,39,One year,Mailed check,101.34,4118.17,1,3,1
C10681,28,Month-to-month,Mailed check,88.18,2325.76,1,3,0
C10682,14,Month-to-month,Credit card,95.25,1228.9,0,4,0
C10683,7,Month-to-month,Bank transfer,22.41,164.86,1,1,0
C10684,26,One year,Mailed check,36.85,879.69,1,1,0
C10685,44,Month-to-month,Mailed check,69.5,3253.46,0,2,0
C10686,24,Two year,Mailed check,109.97,2863.21,0,2,0
C10687,60,Month-to-month,Mailed check,62.85,4023.46,0,3,0
C10688,65,Month-to-month,Electronic check,95.66,6175.5,1,2,0
C10689,46,One year,Electronic check,26.39,1185.97,1,2,0
C10690,56,Month-to-month,Credit card,47.64,2858.2,1,4,0
C10691,47,Month-to-month,Credit card,86.55,4086.29,1,8,0
C10692,50,Month-to-month,Electronic check,93.63,4553.89,0,2,1
C10693,51,Month-to-month,Credit card,91.97,4930.91,1,5,0
C10694,45,Month-to-month,Credit card,118.73,5629.23,1,3,1
C10695,63,Month-to-month,Mailed check,21.03,1324.4,0,2,1
C10696,41,Month-to-month,Electronic check,95.54,3683.62,1,8,0
C10697,33,Month-to-month,Electronic check,115.16,4089.2,0,7,1
C10698,48,Month-to-month,Electronic check,21.35,1023.05,1,3,0
C10699,62,One year,Credit card,85.33,5356.33,1,8,0
C10700,33,Month-to-month,Credit card,80.93,2574.8,1,5,1
C10701,46,Month-to-month,Electronic check,96.05,4062.49,1,7,0
C10702,44,Month-to-month,Mailed check,43.26,2059.67,1,2,1
C10703,43,Month-to-month,Bank transfer,21.81,894.06,1,7,0
C10704,40,Month-to-month,Credit card,50.89,1872.78,0,8,0
C10705,64,Two year,Bank transfer,35.0,2450.3,1,6,0
C10706,9,Two year,Mailed check,47.31,468.05,0,5,0
C10707,11,One year,Electronic check,78.37,873.52,1,2,0
C10708,44,One year,Bank transfer,69.47,3156.61,1,7,0
C10709,32,One year,Credit card,86.5,2838.77,0,1,0
C10710,63,Month-to-month,Credit card,45.33,2868.51,1,1,0
C10711,19,One year,Bank transfer,104.1,2120.38,1,6,0
C10712,52,Month-to-month,Bank transfer,83.9,4280.66,1,4,0
C10713,31,One year,Bank transfer,65.34,2085.06,1,7,1
C10714,17,Month-to-month,Bank transfer,85.18,,0,1,0
C10715,10,Month-to-month,Bank transfer,106.45,1101.05,1,6,0
C10716,17,Month-to-month,Electronic check,71.24,1304.23,1,8,1
C10717,40,Month-to-month,Credit card,100.2,3781.96,0,7,1
C10718,35,Month-to-month,Bank transfer,106.02,3735.54,0,8,0
C10719,69,Month-to-month,Mailed check,116.26,7982.19,0,6,0
C10720,4,Two year,Electronic check,88.45,357.53,0,5,1
C10721,46,Two year,Electronic check,72.56,3263.31,0,8,0
C10722,32,Month-to-month,Mailed check,48.34,1587.52,0,8,0
C10723,52,One year,Bank transfer,106.38,5793.9,1,8,0
C10724,54,Two year,Electronic check,102.09,5349.52,1,2,0
C10725,41,Month-to-month,Electronic check,95.72,4152.94,0,8,1
C10726,39,Month-to-month,Electronic check,29.3,1221.99,0,3,0
C10727,40,Month-to-month,Mailed check,44.59,1676.11,1,5,0
C10728,48,Two year,Mailed check,20.11,1043.82,0,4,0
C10729,21,Month-to-month,Credit card,79.24,1816.48,0,2,1
C10730,1,One year,Credit card,96.88,89.49,1,8,0
C10731,34,Month-to-month,Credit card,56.97,1975.75,1,4,0
C10732,24,Month-to-month,Credit card,98.83,2597.79,0,5,1
C10733,31,Month-to-month,Credit card,26.75,890.85,1,3,0
C10734,27,One year,Credit card,93.08,2309.73,1,2,1
C10735,30,Month-to-month,Bank transfer,119.67,3413.22,0,1,0
C10736,50,One year,Mailed check,116.74,5557.16,0,3,0
C10737,59,Month-to-month,Bank transfer,90.45,5080.83,1,3,0
C10738,63,Two year,Bank transfer,94.28,6418.13,1,5,0
C10739,33,Month-to-month,Credit card,109.05,3788.43,1,8,1
C10740,56,Month-to-month,Mailed check,23.57,1312.07,0,1,0
C10741,14,Two year,Credit card,22.16,307.62,1,8,0
C10742,18,Month-to-month,Electronic check,38.78,744.8,1,3,0
C10743,72,Two year,Mailed check,77.52,5488.14,0,3,0
C10744,12,Two year,Electronic check,47.0,549.74,0,7,0
C10745,41,Month-to-month,Electronic check,64.94,2730.89,1,8,0
C10746,42,Two year,Credit card,51.14,2303.94,0,4,0
C10747,7,One year,Credit card,27.44,182.09,1,3,0
C10748,2,Two year,Mailed check,57.63,118.65,1,5,0
C10749,38,Month-to-month,Credit card,93.06,3436.59,1,3,1
C10750,25,Month-to-month,Credit card,66.6,1750.41,1,2,0
C10751,55,One year,Electronic check,22.12,1259.53,1,8,0
C10752,63,Month-to-month,Electronic check,47.65,3246.43,1,2,0
C10753,16,One year,Bank transfer,103.84,1684.21,1,5,0
C10754,65,Month-to-month,Credit card,60.13,3795.46,1,5,0
C10755,2,Month-to-month,Credit card,36.31,66.02,0,7,1
C10756,40,One year,Credit card,95.25,3689.1,1,5,0
C10757,27,Month-to-month,Bank transfer,106.9,2906.14,0,7,1
C10758,21,One year,Credit card,88.56,1903.84,1,5,0
C10759,50,Two year,Electronic check,30.76,1418.62,0,4,1
C10760,3,Month-to-month,Mailed check,84.27,231.88,1,4,0
C10761,54,Month-to-month,Mailed check,110.05,5908.81,1,8,0
C10762,25,Month-to-month,Credit card,23.19,594.87,0,2,0
C10763,63,One year,Bank transfer,21.78,1375.81,1,8,0
C10764,62,Month-to-month,Electronic check,71.89,4504.65,1,6,0
C10765,60,Month-to-month,Bank transfer,63.73,3564.8,1,1,0
C10766,56,Month-to-month,Mailed check,77.94,4042.67,1,8,0
C10767,53,Two year,Bank transfer,99.19,5028.34,0,4,0
C10768,16,Month-to-month,Mailed check,79.79,1389.76,0,7,0
C10769,71,Month-to-month,Electronic check,54.6,4013.78,1,6,0
C10770,64,Month-to-month,Electronic check,52.45,3102.15,0,4,0
C10771,43,One year,Electronic check,96.55,4445.1,1,3,0
C10772,13,One year,Credit card,99.5,1366.36,0,2,0
C10773,13,Two year,Electronic check,69.75,974.01,0,2,0
C10774,37,One year,Credit card,92.72,3531.56,0,3,0
C10775,25,Month-to-month,Credit card,96.46,2572.98,0,4,0
C10776,21,Month-to-month,Bank transfer,90.95,1959.39,1,6,1
C10777,67,Month-to-month,Mailed check,32.08,2329.06,1,7,0
C10778,66,One year,Bank transfer,114.26,7948.61,1,3,0
C10779,8,Month-to-month,Bank transfer,58.97,430.38,0,7,0
C10780,19,Two year,Electronic check,117.73,2193.03,1,7,0
C10781,38,One year,Bank transfer,110.74,4544.95,0,5,0
C10782,51,Month-to-month,Mailed check,108.53,5964.19,1,6,0
C10783,25,Two year,Electronic check,21.77,568.75,1,7,0
C10784,69,Month-to-month,Electronic check,70.19,,1,6,0
C10785,69,One year,Mailed check,102.89,7790.83,1,7,0
C10786,47,Month-to-month,Bank transfer,30.63,1381.44,0,8,0
C10787,30,Two year,Mailed check,53.73,1681.0,1,3,0
C10788,41,Month-to-month,Mailed check,101.93,3843.12,1,8,0
C10789,10,Month-to-month,Credit card,108.63,1074.6,1,4,1
C10790,71,Month-to-month,Credit card,106.95,8347.5,1,7,0
C10791,53,Two year,Mailed check,69.59,3414.88,1,8,0
C10792,15,One year,Credit card,66.28,1078.05,0,6,1
C10793,14,Month-to-month,Bank transfer,22.11,301.58,0,2,0
C10794,62,Month-to-month,Mailed check,32.5,2191.04,1,1,0
C10795,23,Two year,Credit card,18.21,449.86,1,2,0
C10796,72,Month-to-month,Bank transfer,97.7,7402.93,1,3,0
C10797,57,One year,Mailed check,106.37,6426.65,1,2,0
C10798,29,Two year,Bank transfer,73.18,2184.15,1,5,0
C10799,39,One year,Electronic check,83.68,3560.61,0,4,0
C10800,72,Month-to-month,Credit card,69.27,5145.3,0,2,0
C10801,35,One year,Mailed check,102.63,3812.55,1,2,0
C10802,5,Month-to-month,Electronic check,52.68,238.33,0,7,1
C10803,11,Month-to-month,Electronic check,73.26,754.72,1,3,0
C10804,52,One year,Electronic check,80.68,3798.62,1,3,0
C10805,40,Month-to-month,Bank transfer,44.31,1666.96,0,1,0
C10806,63,Month-to-month,Credit card,114.83,6971.45,1,1,0
C10807,3,Month-to-month,Mailed check,111.2,337.21,0,5,1
C10808,71,One year,Mailed check,49.07,3194.04,1,8,0
C10809,18,Month-to-month,Mailed check,97.77,1598.58,1,8,0
C10810,37,One year,Mailed check,18.06,681.3,1,5,0
C10811,44,Two year,Mailed check,77.69,3186.88,1,1,0
C10812,11,Month-to-month,Electronic check,102.71,1064.47,1,7,0
C10813,43,One year,Credit card,45.85,1857.45,1,6,0
C10814,17,One year,Electronic check,80.1,1408.73,0,1,0
C10815,62,One year,Electronic check,98.31,6573.78,0,1,0
C10816,15,Month-to-month,Credit card,102.4,1436.83,1,7,0
C10817,1,Month-to-month,Bank transfer,113.5,107.18,1,1,1
C10818,45,Month-to-month,Bank transfer,100.46,4954.79,0,4,0
C10819,63,Two year,Mailed check,18.73,1267.29,1,2,0
C10820,70,Month-to-month,Mailed check,24.67,1598.22,0,2,0
C10821,66,One year,Bank transfer,37.57,,0,5,0
C10822,54,One year,Electronic check,105.09,6065.68,1,7,0
C10823,66,Month-to-month,Bank transfer,70.76,4247.01,0,4,0
C10824,40,Month-to-month,Mailed check,52.14,2285.02,0,4,0
C10825,31,Month-to-month,Bank transfer,49.7,1534.53,0,1,0
C10826,42,Two year,Mailed check,29.0,1299.0,0,6,0
C10827,30,Two year,Credit card,95.94,2639.62,1,2,1
C10828,40,Two year,Electronic check,97.83,3564.76,0,8,0
C10829,13,One year,Electronic check,48.08,574.52,1,7,0
C10830,1,Month-to-month,Credit card,99.11,,0,6,0
C10831,66,Month-to-month,Mailed check,29.02,1950.9,0,2,0
C10832,16,One year,Bank transfer,54.25,813.48,1,8,0
C10833,16,Month-to-month,Credit card,70.34,1144.27,1,5,0
C10834,60,Month-to-month,Bank transfer,47.69,2608.06,0,3,0
C10835,6,Month-to-month,Mailed check,117.6,683.24,0,2,1
C10836,59,One year,Bank transfer,104.9,6088.46,1,5,0
C10837,5,Month-to-month,Electronic check,83.15,426.05,0,8,1
C10838,42,Two year,Credit card,38.94,1590.61,0,1,0
C10839,14,Month-to-month,Credit card,37.83,579.97,1,1,1
C10840,28,Two year,Mailed check,52.66,1384.83,0,3,0
C10841,12,Month-to-month,Mailed check,56.65,739.09,0,6,1
C10842,47,One year,Credit card,107.6,4697.56,0,2,0
C10843,24,Month-to-month,Bank transfer,50.43,1312.23,1,4,0
C10844,68,Month-to-month,Mailed check,51.42,3757.3,0,5,0
C10845,62,Month-to-month,Electronic check,98.04,6088.95,0,3,0
C10846,65,Month-to-month,Credit card,36.26,2458.55,1,8,0
C10847,51,One year,Electronic check,39.13,2140.58,0,8,0
C10848,48,One year,Bank transfer,43.96,2216.27,0,3,0
C10849,29,One year,Credit card,70.25,2017.35,1,7,0
C10850,63,Month-to-month,Credit card,20.52,1232.16,1,4,0
C10851,37,Two year,Electronic check,98.16,3354.87,0,2,0
C10852,42,Month-to-month,Bank transfer,43.5,1902.14,1,4,0
C10853,69,Two year,Electronic check,96.55,7039.19,1,6,0
C10854,1,Month-to-month,Mailed check,106.28,111.03,0,4,1
C10855,70,One year,Credit card,52.75,3947.87,0,6,0
C10856,53,Month-to-month,Credit card,105.0,5163.15,0,6,0
C10857,1,Month-to-month,Bank transfer,52.66,54.62,1,7,0
C10858,68,Month-to-month,Electronic check,75.89,4803.09,0,3,0
C10859,50,Two year,Mailed check,114.77,5380.81,0,7,0
C10860,57,One year,Bank transfer,27.51,1421.32,0,3,0
C10861,23,Month-to-month,Credit card,46.95,1114.31,0,5,1
C10862,66,Month-to-month,Bank transfer,105.69,6497.07,1,7,0
C10863,61,One year,Credit card,115.42,7562.26,0,3,0
C10864,60,Month-to-month,Bank transfer,77.92,4396.28,1,5,0
C10865,51,One year,Mailed check,71.64,3626.38,1,8,0
